Player,Competetion,season,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_y,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x.1,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Home
Carlos Soler,La-Liga,2021-2022,es ESP,"CM,RM",24-223,85,1,0,1,1,1,0,1,0,26,0,1,0,1.2,0.4,0,1,0,16,19,84.2,2,12,0,0,0,,,,,,,,,,,,,,,,,,,,,Valencia
Daniel Wass,La-Liga,2021-2022,dk DEN,CM,32-074,68,0,0,0,0,0,0,1,0,22,1,0,0,0,0,0,0,0,11,18,61.1,3,11,0,0,0,,,,,,,,,,,,,,,,,,,,,Valencia
Denis Cheryshev,La-Liga,2021-2022,ru RUS,LM,30-230,76,0,0,0,0,1,1,0,0,28,0,4,0,0.2,0.2,0,3,2,12,15,80,0,12,0,3,1,,,,,,,,,,,,,,,,,,,,,Valencia
Gabriel Paulista,La-Liga,2021-2022,br BRA,CB,30-260,90,0,0,0,0,0,0,0,0,21,0,2,2,0,0,0,0,0,6,10,60,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,Valencia
Giorgi Mamardashvili,La-Liga,2021-2022,ge GEO,GK,20-318,90,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,15,23,65.2,0,6,0,0,0,4,0,4,100,0.8,11,19,57.9,10,1,80,51.1,13,84.6,56.4,26,0,0,0,12,Valencia
Gonçalo Guedes,La-Liga,2021-2022,pt POR,"RM,FW",24-257,85,0,0,0,0,0,0,0,0,35,3,1,0,0,0,0,2,0,18,25,72,4,31,4,5,4,,,,,,,,,,,,,,,,,,,,,Valencia
Hugo Guillamón,La-Liga,2021-2022,es ESP,CM,21-194,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,100,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,Valencia
Jason,La-Liga,2021-2022,es ESP,RM,27-038,5,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,3,4,75,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,Valencia
José Luis Gayà,La-Liga,2021-2022,es ESP,LB,26-080,90,0,0,0,0,0,0,1,0,26,0,1,1,0,0,0,0,0,11,20,55,0,13,0,0,0,,,,,,,,,,,,,,,,,,,,,Valencia
Maxi Gómez,La-Liga,2021-2022,uy URU,FW,24-364,90,0,0,0,0,1,0,1,0,27,0,0,0,0,0,0,0,0,6,17,35.3,0,20,1,0,0,,,,,,,,,,,,,,,,,,,,,Valencia
Mouctar Diakhaby,La-Liga,2021-2022,gn GUI,CM,24-237,5,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,Valencia
Omar Alderete,La-Liga,2021-2022,py PAR,CB,24-230,90,0,0,0,0,0,0,1,0,20,0,0,2,0,0,0,0,0,6,11,54.5,1,8,0,0,0,,,,,,,,,,,,,,,,,,,,,Valencia
Rubén Sobrino,La-Liga,2021-2022,es ESP,LM,29-073,14,0,0,0,0,0,0,0,0,5,1,2,1,0,0,0,0,0,1,1,100,0,2,0,1,1,,,,,,,,,,,,,,,,,,,,,Valencia
Thierry Correia,La-Liga,2021-2022,pt POR,RB,22-157,90,0,0,0,0,0,0,0,0,44,2,1,2,0,0,0.4,2,0,21,32,65.6,3,17,0,1,0,,,,,,,,,,,,,,,,,,,,,Valencia
Carles Aleñá,La-Liga,2021-2022,es ESP,CM,23-220,45,0,0,0,0,0,0,0,0,27,0,1,1,0,0,0,0,0,17,23,73.9,3,17,1,0,0,,,,,,,,,,,,,,,,,,,,,Getafe
Damián Suárez,La-Liga,2021-2022,uy URU,RB,33-108,78,0,0,0,0,1,1,0,0,66,1,0,0,0.1,0.1,0.1,4,0,53,64,82.8,7,39,0,0,0,,,,,,,,,,,,,,,,,,,,,Getafe
David Soria,La-Liga,2021-2022,es ESP,GK,28-131,90,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,11,54.5,0,4,0,0,0,2,1,1,100,1.2,2,7,28.6,9,0,55.6,36.7,2,100,56.5,3,0,0,2,25,Getafe
Djené,La-Liga,2021-2022,tg TOG,CB,29-225,90,0,0,0,0,0,0,0,0,86,2,0,0,0,0,0.1,6,0,72,78,92.3,10,59,6,1,1,,,,,,,,,,,,,,,,,,,,,Getafe
Enes Ünal,La-Liga,2021-2022,tr TUR,FW,24-095,67,0,0,0,0,3,0,0,0,22,0,0,0,0.3,0.3,0,1,0,13,16,81.3,0,13,0,0,0,,,,,,,,,,,,,,,,,,,,,Getafe
Erick Cabaco,La-Liga,2021-2022,uy URU,CB,26-116,75,0,0,0,0,0,0,2,1,42,0,0,0,0,0,0,0,0,36,41,87.8,2,34,2,0,0,,,,,,,,,,,,,,,,,,,,,Getafe
Hugo Duro,La-Liga,2021-2022,es ESP,"RB,RM",21-276,12,0,0,0,0,2,1,0,0,7,0,0,0,0.1,0.1,0,0,0,2,5,40,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,Getafe
Jaime Mata,La-Liga,2021-2022,es ESP,FW,32-293,45,0,0,0,0,1,0,0,0,11,0,0,0,0.1,0.1,0,0,0,7,9,77.8,1,8,0,0,0,,,,,,,,,,,,,,,,,,,,,Getafe
José Juan Macías,La-Liga,2021-2022,mx MEX,FW,21-325,24,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,,,,,,,,,,,,,,,,,,,,,Getafe
Marc Cucurella,La-Liga,2021-2022,es ESP,"LM,LB",23-022,23,0,0,0,0,1,0,0,0,24,0,0,0,0.2,0.2,0.1,4,0,15,21,71.4,2,16,2,1,1,,,,,,,,,,,,,,,,,,,,,Getafe
Mathías Olivera,La-Liga,2021-2022,uy URU,"LB,CB",23-286,90,0,0,0,0,0,0,1,0,72,1,0,0,0,0,0.1,4,0,60,67,89.6,7,57,3,2,1,,,,,,,,,,,,,,,,,,,,,Getafe
Mauro Arambarri,La-Liga,2021-2022,uy URU,"CM,RM",25-317,90,0,0,0,0,7,1,0,0,69,0,0,1,0.3,0.3,0,5,0,41,53,77.4,8,53,6,4,3,,,,,,,,,,,,,,,,,,,,,Getafe
Nemanja Maksimovi?,La-Liga,2021-2022,rs SRB,"CM,LM",26-199,90,0,0,0,0,4,1,0,0,62,0,1,0,0.4,0.4,0,7,0,50,57,87.7,8,38,4,1,1,,,,,,,,,,,,,,,,,,,,,Getafe
Sandro Ramírez,La-Liga,2021-2022,es ESP,"FW,AM",26-035,66,0,0,0,0,1,0,0,0,29,0,0,0,0,0,0.2,4,0,20,25,80,2,25,3,0,0,,,,,,,,,,,,,,,,,,,,,Getafe
Stefan Mitrovi?,La-Liga,2021-2022,rs SRB,CB,31-083,45,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,23,30,76.7,1,22,0,0,0,,,,,,,,,,,,,,,,,,,,,Getafe
Alberto Perea,La-Liga,2021-2022,es ESP,"LM,LW",30-238,32,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,1,0,11,14,78.6,2,14,0,3,2,,,,,,,,,,,,,,,,,,,,,Cádiz
Alfonso Espino,La-Liga,2021-2022,uy URU,LB,29-221,90,1,0,0,0,1,1,1,0,43,1,3,0,0.3,0.3,0,0,0,22,37,59.5,3,16,0,0,0,,,,,,,,,,,,,,,,,,,,,Cádiz
Anthony Lozano,La-Liga,2021-2022,hn HON,"LW,FW",28-111,69,0,0,0,0,0,0,0,0,19,1,0,1,0,0,0,0,0,3,7,42.9,0,12,0,5,5,,,,,,,,,,,,,,,,,,,,,Cádiz
Carlos Akapo,La-Liga,2021-2022,gq EQG,RB,28-155,90,0,0,0,0,0,0,0,0,47,2,1,0,0,0,0.1,2,0,34,41,82.9,2,25,1,0,0,,,,,,,,,,,,,,,,,,,,,Cádiz
Fali,La-Liga,2021-2022,es ESP,CB,28-002,90,0,0,0,0,0,0,0,0,49,0,3,0,0,0,0,0,0,36,40,90,4,32,0,0,0,,,,,,,,,,,,,,,,,,,,,Cádiz
Isaac Carcelen,La-Liga,2021-2022,es ESP,CM,28-113,21,0,0,0,0,1,0,0,0,11,0,1,1,0.1,0.1,0,0,0,7,8,87.5,1,6,0,0,0,,,,,,,,,,,,,,,,,,,,,Cádiz
Jens Jønsson,La-Liga,2021-2022,dk DEN,"DM,CM",28-216,69,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,15,20,75,0,10,0,0,0,,,,,,,,,,,,,,,,,,,,,Cádiz
Jeremías Ledesma,La-Liga,2021-2022,ar ARG,GK,28-182,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,0,20,38,52.6,0,18,0,0,0,3,1,2,66.7,1.1,9,26,34.6,20,2,55,45.2,18,83.3,63.4,13,0,0,0,16.3,Cádiz
Milutin Osmaji?,La-Liga,2021-2022,me MNE,FW,22-020,21,0,0,0,0,1,0,0,0,6,0,0,0,0.1,0.1,0,1,0,3,5,60,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,Cádiz
Salvi,La-Liga,2021-2022,es ESP,"RW,FW",30-137,90,0,0,0,0,1,0,0,0,16,0,0,1,0.1,0.1,0.1,2,1,2,13,15.4,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,Cádiz
Tomás Alarcón,La-Liga,2021-2022,cl CHI,"DM,CM",22-207,90,0,0,0,0,1,0,0,0,54,4,2,2,0,0,0,1,0,30,42,71.4,5,29,2,1,1,,,,,,,,,,,,,,,,,,,,,Cádiz
Varazdat Haroyan,La-Liga,2021-2022,am ARM,CB,28-355,80,0,0,0,0,1,1,0,0,33,1,1,0,0,0,0,1,0,28,30,93.3,3,22,1,0,0,,,,,,,,,,,,,,,,,,,,,Cádiz
Víctor Chust,La-Liga,2021-2022,es ESP,CB,21-162,10,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,9,10,90,1,7,1,0,0,,,,,,,,,,,,,,,,,,,,,Cádiz
Álex Fernández,La-Liga,2021-2022,es ESP,"AM,RM",28-303,80,0,0,0,0,1,0,0,0,34,1,0,0,0,0,0,1,0,21,32,65.6,6,25,2,3,1,,,,,,,,,,,,,,,,,,,,,Cádiz
Álvaro Jiménez,La-Liga,2021-2022,es ESP,RM,26-087,10,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,3,8,37.5,1,8,3,2,2,,,,,,,,,,,,,,,,,,,,,Cádiz
Aitor Fernández,La-Liga,2021-2022,es ESP,GK,30-103,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,0,21,29,72.4,0,10,0,0,0,2,1,1,50,1.1,8,15,53.3,18,4,55.6,38.6,11,45.5,44.9,10,0,0,3,21.2,Levante
Carlos Clerc,La-Liga,2021-2022,es ESP,LB,29-174,90,0,0,0,0,0,0,0,0,45,2,5,0,0,0,0,1,1,28,33,84.8,2,22,4,0,0,,,,,,,,,,,,,,,,,,,,,Levante
Dani Gómez,La-Liga,2021-2022,es ESP,FW,23-015,29,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,4,100,2,4,0,0,0,,,,,,,,,,,,,,,,,,,,,Levante
Enis Bardhi,La-Liga,2021-2022,mk MKD,"LM,FW",26-043,28,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,4,5,80,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,Levante
Gonzalo Melero,La-Liga,2021-2022,es ESP,CM,27-224,62,0,1,0,0,0,0,1,0,45,1,0,1,0,0,0,1,1,40,42,95.2,11,30,1,0,0,,,,,,,,,,,,,,,,,,,,,Levante
Jorge Miramón,La-Liga,2021-2022,es ESP,"RM,FW",32-073,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,4,50,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,Levante
Jorge de Frutos,La-Liga,2021-2022,es ESP,"RM,LM",24-175,90,0,0,0,0,4,1,0,0,41,2,1,0,0.1,0.1,0,2,0,17,24,70.8,1,23,3,3,2,,,,,,,,,,,,,,,,,,,,,Levante
José Campaña,La-Liga,2021-2022,es ESP,CM,28-075,79,0,0,0,0,1,0,1,0,79,3,2,1,0,0,0.2,6,0,62,70,88.6,16,53,3,3,3,,,,,,,,,,,,,,,,,,,,,Levante
José Luis Morales,La-Liga,2021-2022,es ESP,"LM,FW",34-022,90,1,0,0,0,3,1,1,0,39,1,0,0,0.6,0.6,0,0,0,19,26,73.1,2,22,3,2,0,,,,,,,,,,,,,,,,,,,,,Levante
Mickael Malsa,La-Liga,2021-2022,mq MTQ,CM,25-306,11,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,4,7,57.1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,Levante
Pablo Martínez,La-Liga,2021-2022,es ESP,CM,23-173,28,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,14,15,93.3,0,11,0,1,0,,,,,,,,,,,,,,,,,,,,,Levante
Rober,La-Liga,2021-2022,es ESP,CB,26-179,90,0,0,0,0,0,0,0,0,56,0,0,1,0,0,0,1,0,38,47,80.9,3,30,1,0,0,,,,,,,,,,,,,,,,,,,,,Levante
Roberto Soldado,La-Liga,2021-2022,es ESP,FW,36-079,50,0,0,0,0,2,1,1,0,12,0,0,0,0.1,0.1,0,0,0,6,10,60,1,5,0,0,0,,,,,,,,,,,,,,,,,,,,,Levante
Roger Martí,La-Liga,2021-2022,es ESP,FW,30-223,62,0,0,0,0,1,0,0,0,17,0,0,0,0.1,0.1,0,1,0,6,12,50,2,10,1,1,1,,,,,,,,,,,,,,,,,,,,,Levante
Son,La-Liga,2021-2022,es ESP,RB,27-137,90,0,0,0,0,0,0,0,0,77,1,2,1,0,0,0,1,0,52,71,73.2,3,38,1,2,1,,,,,,,,,,,,,,,,,,,,,Levante
Aleix Febas,La-Liga,2021-2022,es ESP,LM,25-193,19,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,5,8,62.5,1,5,1,1,0,,,,,,,,,,,,,,,,,,,,,Mallorca
Aleksandar Sedlar,La-Liga,2021-2022,rs SRB,RM,29-244,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,2,100,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,Mallorca
Amath,La-Liga,2021-2022,sn SEN,FW,25-029,30,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,100,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,Mallorca
Antonio Raillo,La-Liga,2021-2022,es ESP,CB,29-310,90,0,0,0,0,1,1,0,0,43,0,0,0,0,0,0,0,0,31,38,81.6,2,28,0,0,0,,,,,,,,,,,,,,,,,,,,,Mallorca
Brian Oliván,La-Liga,2021-2022,es ESP,LB,27-135,90,1,0,0,0,2,1,0,0,39,2,0,0,0.4,0.4,0,2,0,19,32,59.4,3,17,2,0,0,,,,,,,,,,,,,,,,,,,,,Mallorca
Dani Rodríguez,La-Liga,2021-2022,es ESP,"LW,RM",33-069,89,0,1,0,0,0,0,0,0,30,1,1,0,0,0,0.4,1,1,15,25,60,3,17,2,2,1,,,,,,,,,,,,,,,,,,,,,Mallorca
Iddrisu Baba,La-Liga,2021-2022,gh GHA,CM,25-204,90,0,0,0,0,0,0,0,0,47,7,2,0,0,0,0,1,0,25,32,78.1,2,24,0,0,0,,,,,,,,,,,,,,,,,,,,,Mallorca
Iñigo Ruiz de Galarreta,La-Liga,2021-2022,es ESP,LM,28-008,71,0,0,0,0,0,0,0,0,32,1,0,1,0,0,0,3,1,27,28,96.4,2,21,1,0,0,,,,,,,,,,,,,,,,,,,,,Mallorca
Jordi Mboula,La-Liga,2021-2022,es ESP,RW,22-151,71,0,0,0,0,2,0,0,0,23,2,0,0,0.1,0.1,0,1,0,4,11,36.4,0,13,4,2,1,,,,,,,,,,,,,,,,,,,,,Mallorca
Lago Junior,La-Liga,2021-2022,ci CIV,RW,30-226,19,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,8,50,1,7,1,1,0,,,,,,,,,,,,,,,,,,,,,Mallorca
Manolo Reina,La-Liga,2021-2022,es ESP,GK,36-135,90,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,19,25,76,0,10,0,0,0,0,1,0,,0,4,10,40,15,3,46.7,37.8,10,30,28.7,12,0,0,0,2,Mallorca
Martin Valjent,La-Liga,2021-2022,sk SVK,CB,25-246,90,0,0,0,0,0,0,0,0,37,0,0,2,0,0,0,0,0,26,31,83.9,1,20,0,0,0,,,,,,,,,,,,,,,,,,,,,Mallorca
Pablo Maffeo,La-Liga,2021-2022,es ESP,RB,24-033,90,0,0,0,0,0,0,0,0,45,2,3,1,0,0,0,0,0,25,35,71.4,1,20,2,1,1,,,,,,,,,,,,,,,,,,,,,Mallorca
Salva Sevilla,La-Liga,2021-2022,es ESP,RM,37-149,60,0,0,0,0,0,0,0,0,41,1,0,1,0,0,0,0,0,28,36,77.8,4,19,1,0,0,,,,,,,,,,,,,,,,,,,,,Mallorca
Takefusa Kubo,La-Liga,2021-2022,jp JPN,"LW,RM",20-071,30,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,3,0,3,5,60,1,9,0,1,1,,,,,,,,,,,,,,,,,,,,,Mallorca
Aitor Ruibal,La-Liga,2021-2022,es ESP,LW,25-145,54,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0.1,1,0,14,15,93.3,3,17,1,3,1,,,,,,,,,,,,,,,,,,,,,Betis
Andrés Guardado,La-Liga,2021-2022,mx MEX,DM,34-320,9,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,1,0,18,18,100,4,15,0,0,0,,,,,,,,,,,,,,,,,,,,,Betis
Borja Iglesias,La-Liga,2021-2022,es ESP,FW,28-209,90,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,16,20,80,1,16,0,0,0,,,,,,,,,,,,,,,,,,,,,Betis
Calderón,La-Liga,2021-2022,es ESP,LB,21-219,65,0,0,0,0,0,0,0,0,51,2,0,0,0,0,0.1,1,0,41,45,91.1,2,30,5,0,0,,,,,,,,,,,,,,,,,,,,,Betis
Joaquín,La-Liga,2021-2022,es ESP,AM,40-024,10,0,0,0,0,1,0,0,0,9,0,0,0,0.1,0.1,0,0,0,6,7,85.7,2,8,0,0,0,,,,,,,,,,,,,,,,,,,,,Betis
Juanmi,La-Liga,2021-2022,es ESP,LW,28-086,36,0,0,0,0,0,0,1,0,25,2,0,0,0,0,0,2,0,11,15,73.3,1,18,0,0,0,,,,,,,,,,,,,,,,,,,,,Betis
Martín Montoya,La-Liga,2021-2022,es ESP,RB,30-122,90,0,0,0,0,0,0,0,0,78,3,4,1,0,0,0,2,0,60,69,87,6,43,3,0,0,,,,,,,,,,,,,,,,,,,,,Betis
Nabil Fekir,La-Liga,2021-2022,fr FRA,AM,28-027,80,0,0,0,0,1,0,0,0,49,0,1,0,0,0,0.1,3,0,35,43,81.4,3,40,2,3,1,,,,,,,,,,,,,,,,,,,,,Betis
Paul Akouokou,La-Liga,2021-2022,ci CIV,DM,23-237,81,0,0,0,0,1,0,1,0,67,2,4,1,0,0,0,2,0,52,59,88.1,8,38,2,1,1,,,,,,,,,,,,,,,,,,,,,Betis
Roberto González,La-Liga,2021-2022,es ESP,RW,20-220,36,0,0,0,0,1,0,0,0,20,1,0,1,0.1,0.1,0,1,0,10,13,76.9,0,12,0,3,1,,,,,,,,,,,,,,,,,,,,,Betis
Rodri,La-Liga,2021-2022,es ESP,RW,21-090,54,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0.1,2,0,17,22,77.3,5,23,3,0,0,,,,,,,,,,,,,,,,,,,,,Betis
Rui Silva,La-Liga,2021-2022,pt POR,GK,27-188,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,28,32,87.5,0,11,0,0,0,2,1,1,50,1.3,3,7,42.9,24,0,25,30,8,12.5,30.3,11,0,0,1,18.7,Betis
Sergio Canales,La-Liga,2021-2022,es ESP,DM,30-179,90,0,0,0,0,3,0,0,0,91,0,0,0,0.2,0.2,0.1,2,0,78,85,91.8,15,68,2,0,0,,,,,,,,,,,,,,,,,,,,,Betis
Víctor Ruiz,La-Liga,2021-2022,es ESP,CB,32-201,90,0,0,0,0,1,0,0,0,71,0,0,0,0.1,0.1,0,0,0,56,67,83.6,6,47,2,1,0,,,,,,,,,,,,,,,,,,,,,Betis
Álex Moreno,La-Liga,2021-2022,es ESP,LB,28-067,25,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,11,81.8,0,7,0,1,0,,,,,,,,,,,,,,,,,,,,,Betis
Facundo Pellistri,La-Liga,2021-2022,uy URU,RW,19-237,23,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,1,0,8,8,100,0,8,0,1,1,,,,,,,,,,,,,,,,,,,,,Alavés
Fernando Pacheco,La-Liga,2021-2022,es ESP,GK,29-088,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,26,29,89.7,0,13,0,0,0,7,4,3,42.9,2,9,11,81.8,16,3,25,31.9,13,53.8,38.3,9,0,0,0,,Alavés
Florian Lejeune,La-Liga,2021-2022,fr FRA,CB,30-086,90,0,0,0,0,0,0,0,0,53,0,1,3,0,0,0,3,0,41,44,93.2,1,32,0,1,0,,,,,,,,,,,,,,,,,,,,,Alavés
Iván Martín,La-Liga,2021-2022,es ESP,LW,22-181,23,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,6,9,66.7,1,6,0,0,0,,,,,,,,,,,,,,,,,,,,,Alavés
John Guidetti,La-Liga,2021-2022,se SWE,AM,29-121,32,0,0,0,0,2,1,0,0,15,1,0,0,0.3,0.3,0,1,1,5,8,62.5,1,7,0,0,0,,,,,,,,,,,,,,,,,,,,,Alavés
Joselu,La-Liga,2021-2022,es ESP,FW,31-140,90,1,0,1,1,1,0,0,0,45,1,0,0,0.9,0.1,0,1,0,20,32,62.5,4,18,1,0,0,,,,,,,,,,,,,,,,,,,,,Alavés
